year,annex2_OWID,annex1_OWID,nona1_OWID,annex2_PRIMAP,annex1_PRIMAP,nona1_PRIMAP,annex2_GCP_fossil,annex1_GCP_fossil,nona1_GCP_fossil,annex2_GCP_BLUE,annex1_GCP_BLUE,nona1_GCP_BLUE,annex2_GCP_OSCAR,annex1_GCP_OSCAR,nona1_GCP_OSCAR,annex2_GCP_LUCE,annex1_GCP_LUCE,nona1_GCP_LUCE,annex2_EDGAR,annex1_EDGAR,nona1_EDGAR,annex2_ClimateWatch,annex1_ClimateWatch,nona1_ClimateWatch
1980,9880.075,14055.347,4910.131,10426.483,14950.561,5157.337,9880.075,14055.347,4909.874,,,,,,,,,,10099.422,14102.256,5110.340,,,
1981,9488.013,13559.878,4909.710,10031.494,14438.317,5178.885,9488.012,13559.878,4909.450,,,,,,,,,,9826.948,13773.478,5094.365,,,
1982,9093.113,13242.053,5116.304,9547.976,14027.572,5345.735,9093.113,13242.053,5116.073,,,,,,,,,,9403.614,13393.765,5254.202,,,
1983,9041.973,13246.703,5298.315,9512.772,14046.020,5521.114,9041.973,13246.703,5298.077,,,,,,,,,,9341.900,13380.087,5430.628,,,
1984,9268.990,13514.973,5584.125,9776.352,14362.081,5844.984,9268.990,13514.973,5583.967,,,,,,,,,,9640.494,13739.365,5678.971,,,
1985,9332.928,13842.078,5936.922,9823.905,14661.217,6202.316,9332.928,13842.078,5936.761,,,,,,,,,,9690.742,13846.400,5802.950,,,
1986,9304.008,13846.649,6199.216,9780.129,14667.307,6441.789,9304.008,13846.649,6199.055,,,,,,,,,,9652.326,13911.662,6054.994,,,
1987,9542.553,14105.314,6474.767,10033.657,14936.527,6721.844,9542.553,14105.314,6474.602,,,,,,,,,,9861.673,14241.195,6373.607,,,
1988,9853.828,14456.524,6917.923,10374.199,15308.794,7143.446,9853.828,14456.524,6917.732,,,,,,,,,,10196.605,14621.320,6721.781,,,
1989,10056.172,14556.763,7079.498,10583.755,15407.316,7398.466,10056.172,14556.763,7079.264,,,,,,,,,,10346.592,14748.978,6965.191,,,
1990,10535.675,15107.800,7076.474,10530.674,15102.897,7293.653,10535.675,15107.800,7076.229,,,,,,,,,,10282.404,14843.132,7185.011,9842.928,14031.973,6442.355
1991,10516.542,14800.345,7862.576,10513.905,14797.806,7892.124,10516.542,14800.345,7384.402,,,,,,,,,,10292.428,14668.921,7486.236,9860.654,13908.939,6703.583
1992,10576.052,14298.457,7668.150,10571.720,14294.229,7834.721,10576.052,14298.457,7668.135,,,,,,,,,,10312.033,14333.858,7704.067,9901.872,13603.362,6909.670
1993,10616.224,14131.371,8061.066,10612.349,14127.598,8186.669,10616.224,14131.371,8061.052,,,,,,,,,,10365.019,14084.457,8054.441,9953.484,13398.888,7251.575
1994,10770.220,13936.629,8453.139,10765.217,13931.729,8501.760,10770.220,13936.629,8453.125,,,,,,,,,,10529.451,13918.131,8425.750,10105.578,13237.525,7530.545
1995,10906.266,14026.710,8872.671,10901.180,14021.724,8955.510,10906.265,14026.710,8872.667,,,,,,,,,,10657.226,14006.392,8954.252,10227.049,13303.846,8050.015
